,created_at,id,id_str,full_text,truncated,display_text_range,entities,metadata,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,possibly_sensitive,extended_entities
0,Thu Oct 24 04:16:47 +0000 2019,1187221371954302976,1187221371954302976,"RT @jeffdavisshow: #Legendary 
#TV 
#ATX 

#YouTube

2011
Waco Texas Massacre
Memorial

Exclusive video

#Twitter #pinterest #Google #Faceb…",False,"[0, 140]","{'hashtags': [{'text': 'Legendary', 'indices': [19, 29]}, {'text': 'TV', 'indices': [31, 34]}, {'text': 'ATX', 'indices': [36, 40]}, {'text': 'YouTube', 'indices': [43, 51]}, {'text': 'Twitter', 'indices': [105, 113]}, {'text': 'pinterest', 'indices': [114, 124]}, {'text': 'Google', 'indices': [125, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'jeffdavisshow', 'name': 'Jeff Davis Show', 'id': 53533679, 'id_str': '53533679', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 53533679, 'id_str': '53533679', 'name': 'Jeff Davis Show', 'screen_name': 'jeffdavisshow', 'location': 'Pflugerville Texas USA', 'description': 'Dad, Husband, Grandpa, Son, Brother\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nActor & Entertainer\n\n30 years Radio TV Blogger\n\nStaff Sgt @USAirForce Vet 80 - 92', 'url': 'https://t.co/euOPFsGn9M', 'entities': {'url': {'urls': [{'url': 'https://t.co/euOPFsGn9M', 'expanded_url': 'http://www.youtube.com/jeffdavisshow', 'display_url': 'youtube.com/jeffdavisshow', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 362, 'friends_count': 0, 'listed_count': 22, 'created_at': 'Fri Jul 03 23:36:24 +0000 2009', 'favourites_count': 15631, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 23132, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1130319441659650048/wbmcYsTJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1130319441659650048/wbmcYsTJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/53533679/1525091396', 'profile_link_color': '9266CC', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Fri Apr 06 02:41:47 +0000 2018', 'id': 982085933343395840, 'id_str': '982085933343395840', 'full_text': '#Legendary \n#TV \n#ATX \n\n#YouTube\n\n2011\nWaco Texas Massacre\nMemorial\n\nExclusive video\n\n#Twitter #pinterest #Google #Facebook \n\n10 minutes in\n#jeffdavisshow \nStarring scenes\n\nFeature Film\n""Pastor Shepherd""\n\nAlso Starring\n\nDanny Trejo\nDon Worley\n\nDVD\n2010\n\nhttps://t.co/eXCD2Ah9WM https://t.co/PwwFQ4KTkJ', 'truncated': False, 'display_text_range': [0, 277], 'entities': {'hashtags': [{'text': 'Legendary', 'indices': [0, 10]}, {'text': 'TV', 'indices': [12, 15]}, {'text': 'ATX', 'indices': [17, 21]}, {'text': 'YouTube', 'indices': [24, 32]}, {'text': 'Twitter', 'indices': [86, 94]}, {'text': 'pinterest', 'indices': [95, 105]}, {'text': 'Google', 'indices': [106, 113]}, {'text': 'Facebook', 'indices': [114, 123]}, {'text': 'jeffdavisshow', 'indices': [140, 154]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/eXCD2Ah9WM', 'expanded_url': 'https://youtu.be/8OQHxL4PMEc', 'display_url': 'youtu.be/8OQHxL4PMEc', 'indices': [254, 277]}], 'media': [{'id': 982085887386271744, 'id_str': '982085887386271744', 'indices': [278, 301], 'media_url': 'http://pbs.twimg.com/media/DaER6UiVQAAVIBs.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaER6UiVQAAVIBs.jpg', 'url': 'https://t.co/PwwFQ4KTkJ', 'display_url': 'pic.twitter.com/PwwFQ4KTkJ', 'expanded_url': 'https://twitter.com/jeffdavisshow/status/982085933343395840/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 480, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 360, 'resize': 'fit'}, 'small': {'w': 480, 'h': 360, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 982085887386271744, 'id_str': '982085887386271744', 'indices': [278, 301], 'media_url': 'http://pbs.twimg.com/media/DaER6UiVQAAVIBs.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaER6UiVQAAVIBs.jpg', 'url': 'https://t.co/PwwFQ4KTkJ', 'display_url': 'pic.twitter.com/PwwFQ4KTkJ', 'expanded_url': 'https://twitter.com/jeffdavisshow/status/982085933343395840/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 480, 'h': 360, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 360, 'resize': 'fit'}, 'small': {'w': 480, 'h': 360, 'resize': 'fit'}}}, {'id': 982085899344203777, 'id_str': '982085899344203777', 'indices': [278, 301], 'media_url': 'http://pbs.twimg.com/media/DaER7BFU0AE2vcm.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaER7BFU0AE2vcm.jpg', 'url': 'https://t.co/PwwFQ4KTkJ', 'display_url': 'pic.twitter.com/PwwFQ4KTkJ', 'expanded_url': 'https://twitter.com/jeffdavisshow/status/982085933343395840/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}}}, {'id': 982085914355576832, 'id_str': '982085914355576832', 'indices': [278, 301], 'media_url': 'http://pbs.twimg.com/media/DaER75AUMAAXu9w.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaER75AUMAAXu9w.jpg', 'url': 'https://t.co/PwwFQ4KTkJ', 'display_url': 'pic.twitter.com/PwwFQ4KTkJ', 'expanded_url': 'https://twitter.com/jeffdavisshow/status/982085933343395840/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 819, 'h': 1024, 'resize': 'fit'}, 'medium': {'w': 819, 'h': 1024, 'resize': 'fit'}, 'small': {'w': 544, 'h': 680, 'resize': 'fit'}}}, {'id': 982085930088513536, 'id_str': '982085930088513536', 'indices': [278, 301], 'media_url': 'http://pbs.twimg.com/media/DaER8znVwAAGCDH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DaER8znVwAAGCDH.jpg', 'url': 'https://t.co/PwwFQ4KTkJ', 'display_url': 'pic.twitter.com/PwwFQ4KTkJ', 'expanded_url': 'https://twitter.com/jeffdavisshow/status/982085933343395840/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 480, 'h': 300, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 300, 'resize': 'fit'}, 'large': {'w': 480, 'h': 300, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 53533679, 'id_str': '53533679', 'name': 'Jeff Davis Show', 'screen_name': 'jeffdavisshow', 'location': 'Pflugerville Texas USA', 'description': 'Dad, Husband, Grandpa, Son, Brother\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nActor & Entertainer\n\n30 years Radio TV Blogger\n\nStaff Sgt @USAirForce Vet 80 - 92', 'url': 'https://t.co/euOPFsGn9M', 'entities': {'url': {'urls': [{'url': 'https://t.co/euOPFsGn9M', 'expanded_url': 'http://www.youtube.com/jeffdavisshow', 'display_url': 'youtube.com/jeffdavisshow', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 362, 'friends_count': 0, 'listed_count': 22, 'created_at': 'Fri Jul 03 23:36:24 +0000 2009', 'favourites_count': 15631, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 23132, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1130319441659650048/wbmcYsTJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1130319441659650048/wbmcYsTJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/53533679/1525091396', 'profile_link_color': '9266CC', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': {'id': 'c3f37afa9efcf94b', 'url': 'https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json', 'place_type': 'city', 'name': 'Austin', 'full_name': 'Austin, TX', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 3, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,3,0,False,False,en,,
1,Thu Oct 24 04:16:39 +0000 2019,1187221338349625344,1187221338349625344,"RT @jeffdavisshow: 2005

#GodofAbraham
#Jesus

#Twitter #Google #GooglePhotos
#Facebook #Instagram #mix 

#Actor 

#Legendary 
#jeffdavissh…",False,"[0, 140]","{'hashtags': [{'text': 'GodofAbraham', 'indices': [25, 38]}, {'text': 'Jesus', 'indices': [39, 45]}, {'text': 'Twitter', 'indices': [47, 55]}, {'text': 'Google', 'indices': [56, 63]}, {'text': 'GooglePhotos', 'indices': [64, 77]}, {'text': 'Facebook', 'indices': [78, 87]}, {'text': 'Instagram', 'indices': [88, 98]}, {'text': 'mix', 'indices': [99, 103]}, {'text': 'Actor', 'indices': [106, 112]}, {'text': 'Legendary', 'indices': [115, 125]}], 'symbols': [], 'user_mentions': [{'screen_name': 'jeffdavisshow', 'name': 'Jeff Davis Show', 'id': 53533679, 'id_str': '53533679', 'indices': [3, 17]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 53533679, 'id_str': '53533679', 'name': 'Jeff Davis Show', 'screen_name': 'jeffdavisshow', 'location': 'Pflugerville Texas USA', 'description': 'Dad, Husband, Grandpa, Son, Brother\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nActor & Entertainer\n\n30 years Radio TV Blogger\n\nStaff Sgt @USAirForce Vet 80 - 92', 'url': 'https://t.co/euOPFsGn9M', 'entities': {'url': {'urls': [{'url': 'https://t.co/euOPFsGn9M', 'expanded_url': 'http://www.youtube.com/jeffdavisshow', 'display_url': 'youtube.com/jeffdavisshow', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 362, 'friends_count': 0, 'listed_count': 22, 'created_at': 'Fri Jul 03 23:36:24 +0000 2009', 'favourites_count': 15631, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 23132, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1130319441659650048/wbmcYsTJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1130319441659650048/wbmcYsTJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/53533679/1525091396', 'profile_link_color': '9266CC', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Thu Sep 05 05:44:08 +0000 2019', 'id': 1169486349998706688, 'id_str': '1169486349998706688', 'full_text': '2005\n\n#GodofAbraham\n#Jesus\n\n#Twitter #Google #GooglePhotos\n#Facebook #Instagram #mix \n\n#Actor \n\n#Legendary \n#jeffdavisshow\n\nMultiple Cameo scenes\n\n#Film \n""The King""\n\nHugs Actor William Hurt \n\nStars\nGael Garcia Bernal\nWilliam Hurt\n\nDirector\nJames Marsh\n\nWhere Legends are Made\n- jd https://t.co/pmTKYv3rHI', 'truncated': False, 'display_text_range': [0, 280], 'entities': {'hashtags': [{'text': 'GodofAbraham', 'indices': [6, 19]}, {'text': 'Jesus', 'indices': [20, 26]}, {'text': 'Twitter', 'indices': [28, 36]}, {'text': 'Google', 'indices': [37, 44]}, {'text': 'GooglePhotos', 'indices': [45, 58]}, {'text': 'Facebook', 'indices': [59, 68]}, {'text': 'Instagram', 'indices': [69, 79]}, {'text': 'mix', 'indices': [80, 84]}, {'text': 'Actor', 'indices': [87, 93]}, {'text': 'Legendary', 'indices': [96, 106]}, {'text': 'jeffdavisshow', 'indices': [108, 122]}, {'text': 'Film', 'indices': [147, 152]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1169486340532187136, 'id_str': '1169486340532187136', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/EDrZoWkXsAAkEIR.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDrZoWkXsAAkEIR.jpg', 'url': 'https://t.co/pmTKYv3rHI', 'display_url': 'pic.twitter.com/pmTKYv3rHI', 'expanded_url': 'https://twitter.com/jeffdavisshow/status/1169486349998706688/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1169486340532187136, 'id_str': '1169486340532187136', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/EDrZoWkXsAAkEIR.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDrZoWkXsAAkEIR.jpg', 'url': 'https://t.co/pmTKYv3rHI', 'display_url': 'pic.twitter.com/pmTKYv3rHI', 'expanded_url': 'https://twitter.com/jeffdavisshow/status/1169486349998706688/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}}}, {'id': 1169486345611415554, 'id_str': '1169486345611415554', 'indices': [281, 304], 'media_url': 'http://pbs.twimg.com/media/EDrZopfWkAI1VUa.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EDrZopfWkAI1VUa.jpg', 'url': 'https://t.co/pmTKYv3rHI', 'display_url': 'pic.twitter.com/pmTKYv3rHI', 'expanded_url': 'https://twitter.com/jeffdavisshow/status/1169486349998706688/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1024, 'h': 1024, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1024, 'h': 1024, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 53533679, 'id_str': '53533679', 'name': 'Jeff Davis Show', 'screen_name': 'jeffdavisshow', 'location': 'Pflugerville Texas USA', 'description': 'Dad, Husband, Grandpa, Son, Brother\n\n\n\n\n\n\n\n\n\n\n\n\n\n\n\nActor & Entertainer\n\n30 years Radio TV Blogger\n\nStaff Sgt @USAirForce Vet 80 - 92', 'url': 'https://t.co/euOPFsGn9M', 'entities': {'url': {'urls': [{'url': 'https://t.co/euOPFsGn9M', 'expanded_url': 'http://www.youtube.com/jeffdavisshow', 'display_url': 'youtube.com/jeffdavisshow', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 362, 'friends_count': 0, 'listed_count': 22, 'created_at': 'Fri Jul 03 23:36:24 +0000 2009', 'favourites_count': 15631, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 23132, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1130319441659650048/wbmcYsTJ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1130319441659650048/wbmcYsTJ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/53533679/1525091396', 'profile_link_color': '9266CC', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': {'id': 'c3f37afa9efcf94b', 'url': 'https://api.twitter.com/1.1/geo/id/c3f37afa9efcf94b.json', 'place_type': 'city', 'name': 'Austin', 'full_name': 'Austin, TX', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-97.928935, 30.127892], [-97.5805133, 30.127892], [-97.5805133, 30.5187994], [-97.928935, 30.5187994]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 3, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,1,0,False,False,en,,
2,Thu Oct 24 04:16:04 +0000 2019,1187221191251189760,1187221191251189760,"RT @dgolumbia: I use the #Google news app on my phone home screen. 

I *never* click on Fox News links. On purpose. Never. 

Yet roughly 40…",False,"[0, 140]","{'hashtags': [{'text': 'Google', 'indices': [25, 32]}], 'symbols': [], 'user_mentions': [{'screen_name': 'dgolumbia', 'name': 'David Golumbia', 'id': 14304930, 'id_str': '14304930', 'indices': [3, 13]}], 'urls': []}","{'iso_language_code': 'en', 'result_type': 'recent'}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,"{'id': 757747189, 'id_str': '757747189', 'name': 'Max Gray', 'screen_name': 'maxgray20', 'location': 'Madison, WI', 'description': 'medievalist, DH, Old English, poetry&poetics, translation, medievalism, disability, access, media, MLIS&PhD student, @digitalmappa, @EnglishUW, @UWMadiSchool', 'url': 'https://t.co/6le6WTNTPz', 'entities': {'url': {'urls': [{'url': 'https://t.co/6le6WTNTPz', 'expanded_url': 'https://maxgray20.wordpress.com/', 'display_url': 'maxgray20.wordpress.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 332, 'friends_count': 660, 'listed_count': 1, 'created_at': 'Tue Aug 14 19:30:14 +0000 2012', 'favourites_count': 3852, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2950, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/920120402650710021/lvi-e2qh_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/920120402650710021/lvi-e2qh_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/757747189/1508211171', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",,,,,"{'created_at': 'Thu Oct 24 00:57:20 +0000 2019', 'id': 1187171180874219521, 'id_str': '1187171180874219521', 'full_text': 'I use the #Google news app on my phone home screen. \n\nI *never* click on Fox News links. On purpose. Never. \n\nYet roughly 40% of the links i get shown at almost all times are from Fox.  \n\n\U0001f9d0 https://t.co/6f9rhWTAHI', 'truncated': False, 'display_text_range': [0, 189], 'entities': {'hashtags': [{'text': 'Google', 'indices': [10, 17]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1187171176533102592, 'id_str': '1187171176533102592', 'indices': [190, 213], 'media_url': 'http://pbs.twimg.com/media/EHmt5SjWkAAr7No.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EHmt5SjWkAAr7No.jpg', 'url': 'https://t.co/6f9rhWTAHI', 'display_url': 'pic.twitter.com/6f9rhWTAHI', 'expanded_url': 'https://twitter.com/dgolumbia/status/1187171180874219521/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1170, 'h': 1598, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 879, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 498, 'h': 680, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1187171176533102592, 'id_str': '1187171176533102592', 'indices': [190, 213], 'media_url': 'http://pbs.twimg.com/media/EHmt5SjWkAAr7No.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EHmt5SjWkAAr7No.jpg', 'url': 'https://t.co/6f9rhWTAHI', 'display_url': 'pic.twitter.com/6f9rhWTAHI', 'expanded_url': 'https://twitter.com/dgolumbia/status/1187171180874219521/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 1170, 'h': 1598, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 879, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 498, 'h': 680, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 14304930, 'id_str': '14304930', 'name': 'David Golumbia', 'screen_name': 'dgolumbia', 'location': 'Richmond, VA', 'description': 'rigorously anti-cyberlibertarian', 'url': 'https://t.co/rafPG1kAbR', 'entities': {'url': {'urls': [{'url': 'https://t.co/rafPG1kAbR', 'expanded_url': 'http://www.uncomputing.org', 'display_url': 'uncomputing.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5206, 'friends_count': 3182, 'listed_count': 342, 'created_at': 'Fri Apr 04 18:12:53 +0000 2008', 'favourites_count': 49869, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 69975, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/637295698107432960/1RZZEsx2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/637295698107432960/1RZZEsx2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/14304930/1368896624', 'profile_link_color': '2FC2EF', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 23, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",False,7,0,False,False,en,,
